Aaata finchi
Porphyrio albus
Porphyrio alleni
Porphyrio flavirostris
Porphyrio hochstetteri
Porphyrio mantelli
Porphyrio martinica
Porphyrio porphyrio
Porphyrolaema porphyrolaema
Porphyrospiza caerulescens
Porpocera fibulata
Porpocera horrida
Porpomiris curtulus
Porpomiris picturatus
Porrerus dealbatus
Porrerus famelicus
Porricondyla americana
Porricondyla antennata
Porricondyla barberi
Porricondyla borealis
Porricondyla carolina
Porricondyla consobrina
Porricondyla dietzii
Porricondyla dilatata
Porricondyla elongata
Porricondyla juvenalis
Porricondyla minor
Porricondyla nigripennis
Porricondyla porrecta
Porricondyla quercina
Porricondyla setosa
Porricondyla spinigera
Porricondyla sylvestris
Porricondyla tuckeri
Porricondyla unidentata
Porricondyla vernalis
Porsenus johnsoni
Porthidium dunni
Porthidium hespere
Porthidium lansbergii
Porthidium nasutum
Porthidium ophryomegas
Porthidium volcanicum
Porthidium yucatanicum
Porzana albicollis
Porzana atra
Porzana bicolor
Porzana carolina
Porzana cinerea
Porzana flaviventer
Porzana fluminea
Porzana fusca
Porzana monasa
Porzana palmeri
Porzana parva
Porzana paykullii
Porzana porzana
Porzana pusilla
Porzana sandwichensis
Porzana spiloptera
Porzana tabuensis
Possaniella oblata
Postelichus confluentus
Postelichus immsi
Postelichus musgravei
Postelichus productus
Postleniatus glycosmisus
Potamanthus luteus
Potamia littoralis
Potamia marguerita
Potamia scabra
Potamochoerus larvatus
Potamochoerus porcus
Potamogale velox
Potamophylax albergaria
Potamophylax borislavi
Potamophylax carpathicus
Potamophylax cingulatus
Potamophylax gambaricus
Potamophylax goulandriorum
Potamophylax gurunaki
Potamophylax haidukorum
Potamophylax inermis
Potamophylax juliani
Potamophylax jungi
Potamophylax latipennis
Potamophylax luctuosus
Potamophylax millenii
Potamophylax nigricornis
Potamophylax pallidus
Potamophylax rotundipennis
Potamophylax schmidi
Potamophylax winneguthi
Potamyia arachne
Potamyia aureipennis
Potamyia baenzigeri
Potamyia bicornis
Potamyia chinensis
Potamyia czekanovskii
Potamyia daphne
Potamyia dentifera
Potamyia dryope
Potamyia echigoensis
Potamyia flava
Potamyia flavata
Potamyia horvati
Potamyia huberti
Potamyia jinhongensis
Potamyia nikalandugola
Potamyia panakeia
Potamyia peitho
Potamyia periboia
Potamyia phaidra
Potamyia proboscida
Potamyia renatae
Potamyia siveci
Potamyia straminea
Potamyia trilobata
Potamyia yunnanica
Potomotyphlus kaupii
Potorous gilbertii
Potorous longipes
Potorous platyops
Potorous tridactylus
Potos flavus
Potthastia gaedii
Potthastia iberica
Potthastia longimana
Potthastia montium
Poyntonia paludicola
Poyntonophrynus beiranus
Poyntonophrynus damaranus
Poyntonophrynus dombensis
Poyntonophrynus fenoulheti
Poyntonophrynus grandisonae
Poyntonophrynus hoeschi
Poyntonophrynus kavangensis
Poyntonophrynus lughensis
Poyntonophrynus parkeri
Poyntonophrynus vertebralis
Praedatophasma maraisi
Praehelichus asiaticus
Praehelichus sericatus
Praehelichus sinensis
Praehelichus solskyi
Praeschausia zapata
Praescutata viperina
Praevania sculpturata
Praeviogomphus proprius
Praomys daltoni
Praomys degraaffi
Praomys delectorum
Praomys derooi
Praomys hartwigi
Praomys jacksoni
Praomys lukolelae
Praomys minor
Praomys misonnei
Praomys morio
Praomys mutoni
Praomys obscurus
Praomys petteri
Praomys rostratus
Praomys tullbergi
Praomys verschureni
Prasinalia cuneata
Prasinalia imperialis
Prasinosoma fuembuenai
Prasinosoma heidemanni
Prasinosoma inconspicua
Praslinia cooperi
Prasliniana pandanae
Prasocuris boreella
Prasocuris obliquata
Prasocuris ovalis
Prasocuris phellandrii
Prasocuris vittata
Preeriella minutus
Premnobius cavipennis
Premnoplex brunnescens
Premnoplex tatei
Premnornis guttuligera
Prenolepis acuminata
Prenolepis emmae
Prenolepis gibberosa
Prenolepis henschei
Prenolepis imparis
Prenolepis jacobsoni
Prenolepis jerdoni
Prenolepis melanogaster
Prenolepis naoroji
Prenolepis nitens
Prenolepis pygmaea
Prepops atripennis
Prepops bivittis
Prepops borealis
Prepops circumcinctus
Prepops concisus
Prepops confraternus
Prepops cruciferus
Prepops diminutus
Prepops divisus
Prepops eremicola
Prepops fraterculus
Prepops fraternus
Prepops frontalis
Prepops insignis
Prepops insitivus
Prepops nigricollis
Prepops nigripilus
Prepops nigroscutellatus
Prepops persignandus
Prepops robustus
Prepops rubellicollis
Prepops rubroscutellatus
Prepops rubrovittatus
Prepops zonatus
Presbyolampis immigrans
Presbyolampis mirabilis
Presbyolampis vegaensis
Presbytis bicolor
Presbytis canicrus
Presbytis chrysomelas
Presbytis comata
Presbytis femoralis
Presbytis frontata
Presbytis hosei
Presbytis melalophos
Presbytis mitrata
Presbytis natunae
Presbytis potenziani
Presbytis rubicunda
Presbytis sabana
Presbytis siamensis
Presbytis siberu
Presbytis sumatrana
Presbytis thomasi
Prespelea copelandi
Prespelea quirsfeldi
Prestwickia aquatica
Preterkelisia magnispinosus
Preterkelisia yasumatsui
Priacma serrata
Priesneriella citricauda
Priesneriella seminole
Priesneriella thomasi
Primicimex cavernis
Primolius auricollis
Primolius couloni
Primolius maracana
Primospes suturalis
Prinia atrogularis
Prinia bairdii
Prinia buchanani
Prinia cinereocapilla
Prinia crinigera
Prinia familiaris
Prinia flavicans
Prinia flaviventris
Prinia fluviatilis
Prinia gracilis
Prinia hodgsonii
Prinia hypoxantha
Prinia inornata
Prinia maculosa
Prinia melanops
Prinia molleri
Prinia polychroa
Prinia rufescens
Prinia socialis
Prinia somalica
Prinia subflava
Prinia superciliaris
Prinia sylvatica
Priobium carpini
Priobium mexicanum
Priobium punctatum
Priobium sericeum
Priocera castanea
Priocera catalinae
Priocera chiricahuae
Priocera pusilla
Priocnemicoris antennatus
Priocnemicoris bicoloripes
Priocnemicoris cyclops
Priocnemicoris diversipes
Priocnemicoris doesburgi
Priocnemicoris flaviceps
Priocnemicoris kiungensis
Priocnemicoris morobe
Priocnemicoris nigrellus
Priocnemicoris papuensis
Priodontes maximus
Priognathus monilicornis
Prionailurus bengalensis
Prionailurus iriomotensis
Prionailurus planiceps
Prionailurus rubiginosus
Prionailurus viverrinus
Prionispa bakeri
Prionispa champaka
Prionispa cheni
Prionispa clavata
Prionispa crassicornis
Prionispa cuneata
Prionispa dentata
Prionispa distincta
Prionispa fulva
Prionispa fulvicollis
Prionispa gemmata
Prionispa heruka
Prionispa himalayensis
Prionispa houjayi
Prionispa inermis
Prionispa laeta
Prionispa longicornis
Prionispa lucida
Prionispa mauliki
Prionispa opacipennis
Prionispa papuana
Prionispa patra
Prionispa pulchra
Prionispa sinica
Prionispa sonata
Prionispa subopaca
Prionispa tenuicornis
Prionispa tuberculata
Prionispa vethi
Prioniturus discurus
Prioniturus flavicans
Prioniturus luconensis
Prioniturus mada
Prioniturus montanus
Prioniturus platenae
Prioniturus platurus
Prioniturus verticalis
Prionocera bergrothi
Prionocera broweriana
Prionocera dimidiata
Prionocera electa
Prionocera fulvicauda
Prionocera gracilistyla
Prionocera hybrida
Prionocera ominosa
Prionocera oregonica
Prionocera oslari
Prionocera parrii
Prionocera primoveris
Prionocera rostellata
Prionocera sordida
Prionocera tenuipes
Prionocera uinticola
Prionocera unimicra
Prionochaeta opaca
Prionochilus maculatus
Prionochilus olivaceus
Prionochilus percussus
Prionochilus plateni
Prionochilus thoracicus
Prionochilus xanthopygius
Prionocyphon discoideus
Prionocyphon limbatus
Prionocyphon serricornis
Prionodon linsang
Prionodon pardicolor
Prionodura newtoniana
Prionolomia baudoni
Prionolomia cardoni
Prionolomia euryptera
Prionolomia expansa
Prionolomia fulvicornis
Prionolomia gigas
Prionolomia heros
Prionolomia malaya
Prionolomia porrigens
Prionolomia rudis
Prionolomia truncata
Prionolomia villiersi
Prionolomia yunnanensis
Prionolomiopsis amplicollis
Prionolomiopsis spinifera
Prionomelia ceraea
Prionomelia spododea
Prionomyrmex longiceps
Prionomys batesi
Prionopelta aethiopica
Prionopelta amabilis
Prionopelta amieti
Prionopelta antillana
Prionopelta brocha
Prionopelta descarpentriesi
Prionopelta humicola
Prionopelta kraepelini
Prionopelta majuscula
Prionopelta marthae
Prionopelta modesta
Prionopelta opaca
Prionopelta punctulata
Prionops alberti
Prionops caniceps
Prionops gabela
Prionops plumatus
Prionops poliolophus
Prionops retzii
Prionops rufiventris
Prionops scopifrons
Prionoscirtes dilaticornis
Prionosoma podopioides
Prionotylus brevicornis
Prionoxystus macmurtrei
Prionoxystus robiniae
Prionus arenarius
Prionus californicus
Prionus debilis
Prionus emarginatus
Prionus fissicornis
Prionus heroicus
Prionus imbricornis
Prionus integer
Prionus laticollis
Prionus lecontei
Prionus linsleyi
Prionus palparis
Prionus pocularis
Prionus rhodocerus
Prionus simplex
Prionus spinipennis
Prionyx afghaniensis
Prionyx atratus
Prionyx bifoveolatus
Prionyx binghami
Prionyx canadensis
Prionyx chilensis
Prionyx chobauti
Prionyx crudelis
Prionyx damascenus
Prionyx elegantulus
Prionyx erythrogaster
Prionyx fervens
Prionyx foxi
Prionyx fragilis
Prionyx funebris
Prionyx globosus
Prionyx gobiensis
Prionyx guichardi
Prionyx haberhaueri
Prionyx herrerai
Prionyx indus
Prionyx insignis
Prionyx judaeus
Prionyx kirbii
Prionyx kurdistanicus
Prionyx leuconotus
Prionyx lividocinctus
Prionyx macula
Prionyx melanotus
Prionyx neoxenus
Prionyx nigropectinatus
Prionyx niveatus
Prionyx notinitidus
Prionyx nudatus
Prionyx parkeri
Prionyx persicus
Prionyx popovi
Prionyx pseudostriatus
Prionyx pumilio
Prionyx radoszkowskyi
Prionyx reymondi
Prionyx saevus
Prionyx semistriatus
Prionyx senegalensis
Prionyx senilis
Prionyx sennae
Prionyx simillimus
Prionyx sirdariensis
Prionyx songaricus
Prionyx stschurowskii
Prionyx subatratus
Prionyx subfuscatus
Prionyx sundewalli
Prionyx thomae
Prionyx trichargyrus
Prionyx viduatus
Prionyx vittatus
Prionyx xanthabdominalis
Prionyx zarudnyi
Priotelus roseigaster
Priotelus temnurus
Prismatocerus apicicornis
Prismatocerus auriculatus
Prismatocerus borealis
Prismatocerus cordiger
Prismatocerus depressicornis
Prismatocerus discolor
Prismatocerus haematocerus
Prismatocerus inornatus
Prismatocerus kiritshenkoi
Prismatocerus lomii
Prismatocerus magnicornis
Prismatocerus mateui
Prismatocerus patrizii
Prismatocerus plagiatus
Prismatocerus productus
Prismatocerus prominulus
Prismatocerus sigillatus
Prismatocerus signatus
Prismatocerus trimaculatus
Pristaspis truncata
Pristaulacus absens
Pristaulacus acutipennis
Pristaulacus africanus
Pristaulacus albosignatus
Pristaulacus ambiguus
Pristaulacus angularis
Pristaulacus annulatus
Pristaulacus arcuatus
Pristaulacus arizonicus
Pristaulacus arozarenae
Pristaulacus barbeyi
Pristaulacus bicornutus
Pristaulacus bilobatus
Pristaulacus boninensis
Pristaulacus bradleyi
Pristaulacus brasiliensis
Pristaulacus californicus
Pristaulacus canadensis
Pristaulacus capitalis
Pristaulacus caudatus
Pristaulacus chlapowskii
Pristaulacus cingulatus
Pristaulacus colombianus
Pristaulacus compressus
Pristaulacus comptipennis
Pristaulacus concolor
Pristaulacus cordatus
Pristaulacus cordiformis
Pristaulacus curryi
Pristaulacus davisi
Pristaulacus decemdentatus
Pristaulacus disjunctus
Pristaulacus duporti
Pristaulacus editus
Pristaulacus emarginaticeps
Pristaulacus erythrocephalus
Pristaulacus excisus
Pristaulacus fasciatipennis
Pristaulacus fasciatus
Pristaulacus femurrubrum
Pristaulacus fiebrigi
Pristaulacus flavicrurus
Pristaulacus flavipennis
Pristaulacus flavoguttatus
Pristaulacus formosus
Pristaulacus foxleei
Pristaulacus fulvus
Pristaulacus fuscocostalis
Pristaulacus galitae
Pristaulacus gibbator
Pristaulacus gloriator
Pristaulacus guerini
Pristaulacus haemorrhoidalis
Pristaulacus haemorrhoidellus
Pristaulacus holtzi
Pristaulacus holzschuhi
Pristaulacus immaculatus
Pristaulacus insularis
Pristaulacus intermedius
Pristaulacus iridipennis
Pristaulacus karinulus
Pristaulacus kostylevi
Pristaulacus krombeini
Pristaulacus lateritius
Pristaulacus leviceps
Pristaulacus lindae
Pristaulacus longicornis
Pristaulacus maculatus
Pristaulacus major
Pristaulacus mandibularis
Pristaulacus melleus
Pristaulacus minor
Pristaulacus montanus
Pristaulacus morawitzi
Pristaulacus mouldsi
Pristaulacus mourguesi
Pristaulacus muticus
Pristaulacus niger
Pristaulacus nigripes
Pristaulacus nobilis
Pristaulacus occidentalis
Pristaulacus oregonus
Pristaulacus ornatus
Pristaulacus pacificus
Pristaulacus patrati
Pristaulacus pieli
Pristaulacus polychromus
Pristaulacus praevolans
Pristaulacus proximus
Pristaulacus punctatus
Pristaulacus resutorivorus
Pristaulacus rohweri
Pristaulacus rubidus
Pristaulacus rubriventer
Pristaulacus ruficeps
Pristaulacus ruficollis
Pristaulacus rufipes
Pristaulacus rufipilosus
Pristaulacus rufitarsis
Pristaulacus rufobalteatus
Pristaulacus rufus
Pristaulacus ryukyuiensis
Pristaulacus secundus
Pristaulacus sexdentatus
Pristaulacus sibiricola
Pristaulacus signatus
Pristaulacus spinifer
Pristaulacus stephanoides
Pristaulacus stigmaterus
Pristaulacus stigmaticus
Pristaulacus strangaliae
Pristaulacus tonkinensis
Pristaulacus torridus
Pristaulacus tricolor
Pristaulacus tridentatus
Pristaulacus tuberculiceps
Pristaulacus variegatus
Pristaulacus violaceus
Pristaulacus zhejiangensis
Pristaulacus zonatipennis
Pristimantis aaptus
Pristimantis acatallelus
Pristimantis acerus
Pristimantis achatinus
Pristimantis achuar
Pristimantis actinolaimus
Pristimantis actites
Pristimantis acuminatus
Pristimantis acutirostris
Pristimantis adiastolus
Pristimantis aemulatus
Pristimantis affinis
Pristimantis alalocophus
Pristimantis albericoi
Pristimantis albertus
Pristimantis altae
Pristimantis altamazonicus
Pristimantis altamnis
Pristimantis amydrotus
Pristimantis andinognomus
Pristimantis anemerus
Pristimantis angustilineatus
Pristimantis aniptopalmatus
Pristimantis anolirex
Pristimantis anotis
Pristimantis apiculatus
Pristimantis appendiculatus
Pristimantis aquilonaris
Pristimantis aracamuni
Pristimantis ardalonychus
Pristimantis ashkapara
Pristimantis atrabracus
Pristimantis atratus
Pristimantis aurantiguttatus
Pristimantis aureolineatus
Pristimantis auricarens
Pristimantis avicuporum
Pristimantis avius
Pristimantis bacchus
Pristimantis baiotis
Pristimantis balionotus
Pristimantis baryecuus
Pristimantis batrachites
Pristimantis bearsei
Pristimantis bellator
Pristimantis bellona
Pristimantis bernali
Pristimantis bicolor
Pristimantis bicumulus
Pristimantis bipunctatus
Pristimantis bisignatus
Pristimantis boconoensis
Pristimantis bogotensis
Pristimantis boulengeri
Pristimantis brevifrons
Pristimantis briceni
Pristimantis bromeliaceus
Pristimantis buccinator
Pristimantis buckleyi
Pristimantis cabrerai
Pristimantis cacao
Pristimantis caeruleonotus
Pristimantis cajamarcensis
Pristimantis calcaratus
Pristimantis calcarulatus
Pristimantis caliginosus
Pristimantis cantitans
Pristimantis capitonis
Pristimantis caprifer
Pristimantis carlossanchezi
Pristimantis carmelitae
Pristimantis carranguerorum
Pristimantis carvalhoi
Pristimantis caryophyllaceus
Pristimantis cavernibardus
Pristimantis celator
Pristimantis cerasinus
Pristimantis ceuthospilus
Pristimantis chalceus
Pristimantis charlottevillensis
Pristimantis chiastonotus
Pristimantis chimu
Pristimantis chloronotus
Pristimantis chrysops
Pristimantis citriogaster
Pristimantis colodactylus
Pristimantis colomai
Pristimantis colonensis
Pristimantis colostichos
Pristimantis condor
Pristimantis conspicillatus
Pristimantis cordovae
Pristimantis corniger
Pristimantis coronatus
Pristimantis corrugatus
Pristimantis cosnipatae
Pristimantis cremnobates
Pristimantis crenunguis
Pristimantis crepitans
Pristimantis cristinae
Pristimantis croceoinguinis
Pristimantis crucifer
Pristimantis cruciocularis
Pristimantis cruentus
Pristimantis cryophilius
Pristimantis cryptomelas
Pristimantis cuentasi
Pristimantis culatensis
Pristimantis cuneirostris
Pristimantis curtipes
Pristimantis danae
Pristimantis degener
Pristimantis deinops
Pristimantis delicatus
Pristimantis delius
Pristimantis dendrobatoides
Pristimantis devillei
Pristimantis diadematus
Pristimantis diaphonus
Pristimantis diogenes
Pristimantis dissimulatus
Pristimantis dorsopictus
Pristimantis douglasi
Pristimantis duellmani
Pristimantis duende
Pristimantis dundeei
Pristimantis elegans
Pristimantis epacrus
Pristimantis eremitus
Pristimantis eriphus
Pristimantis ernesti
Pristimantis erythropleura
Pristimantis esmeraldas
Pristimantis eugeniae
Pristimantis euphronides
Pristimantis eurydactylus
Pristimantis exoristus
Pristimantis factiosus
Pristimantis fallax
Pristimantis fasciatus
Pristimantis fenestratus
Pristimantis festae
Pristimantis fetosus
Pristimantis flabellidiscus
Pristimantis flavobracatus
Pristimantis floridus
Pristimantis frater
Pristimantis fraudator
Pristimantis gagliardoi
Pristimantis gaigei
Pristimantis galdi
Pristimantis ganonotus
Pristimantis gentryi
Pristimantis ginesi
Pristimantis gladiator
Pristimantis glandulosus
Pristimantis gracilis
Pristimantis grandiceps
Pristimantis guaiquinimensis
Pristimantis gutturalis
Pristimantis hamiotae
Pristimantis hectus
Pristimantis helvolus
Pristimantis hernandezi
Pristimantis huicundo
Pristimantis hybotragus
Pristimantis ignicolor
Pristimantis illotus
Pristimantis imitatrix
Pristimantis incanus
Pristimantis incertus
Pristimantis incomptus
Pristimantis infraguttatus
Pristimantis inguinalis
Pristimantis insignitus
Pristimantis inusitatus
Pristimantis ixalus
Pristimantis jabonensis
Pristimantis jaimei
Pristimantis jester
Pristimantis johannesdei
Pristimantis jorgevelosai
Pristimantis juanchoi
Pristimantis jubatus
Pristimantis kareliae
Pristimantis katoptroides
Pristimantis kelephas
Pristimantis kichwarum
Pristimantis kirklandi
Pristimantis koehleri
Pristimantis labiosus
Pristimantis lacrimosus
Pristimantis lancinii
Pristimantis lanthanites
Pristimantis lasalleorum
Pristimantis laticlavius
Pristimantis latidiscus
Pristimantis lemur
Pristimantis lentiginosus
Pristimantis leoni
Pristimantis leptolophus
Pristimantis leucopus
Pristimantis leucorrhinus
Pristimantis librarius
Pristimantis lichenoides
Pristimantis lindae
Pristimantis lirellus
Pristimantis lividus
Pristimantis llojsintuta
Pristimantis loustes
Pristimantis lucasi
Pristimantis luscombei
Pristimantis luteolateralis
Pristimantis lutitus
Pristimantis lymani
Pristimantis lynchi
Pristimantis lythrodes
Pristimantis maculosus
Pristimantis malkini
Pristimantis marahuaka
Pristimantis marmoratus
Pristimantis mars
Pristimantis martiae
Pristimantis medemi
Pristimantis megalops
Pristimantis melanogaster
Pristimantis melanoproctus
Pristimantis memorans
Pristimantis mendax
Pristimantis mercedesae
Pristimantis meridionalis
Pristimantis merostictus
Pristimantis metabates
Pristimantis minutulus
Pristimantis miyatai
Pristimantis mnionaetes
Pristimantis modipeplus
Pristimantis molybrignus
Pristimantis mondolfii
Pristimantis moro
Pristimantis muricatus
Pristimantis muscosus
Pristimantis museosus
Pristimantis myersi
Pristimantis myops
Pristimantis nephophilus
Pristimantis nervicus
Pristimantis nicefori
Pristimantis nigrogriseus
Pristimantis nyctophylax
Pristimantis obmutescens
Pristimantis ocellatus
Pristimantis ockendeni
Pristimantis ocreatus
Pristimantis olivaceus
Pristimantis orcesi
Pristimantis orestes
Pristimantis ornatissimus
Pristimantis ornatus
Pristimantis orpacobates
Pristimantis orphnolaimus
Pristimantis ortizi
Pristimantis padrecarlosi
Pristimantis paisa
Pristimantis palmeri
Pristimantis paramerus
Pristimantis pardalinus
Pristimantis pardalis
Pristimantis parectatus
Pristimantis parvillus
Pristimantis pastazensis
Pristimantis pataikos
Pristimantis paululus
Pristimantis pecki
Pristimantis pedimontanus
Pristimantis penelopus
Pristimantis peraticus
Pristimantis percnopterus
Pristimantis percultus
Pristimantis permixtus
Pristimantis peruvianus
Pristimantis petersi
Pristimantis petrobardus
Pristimantis phalaroinguinis
Pristimantis phalarus
Pristimantis philipi
Pristimantis phoxocephalus
Pristimantis phragmipleuron
Pristimantis piceus
Pristimantis pinguis
Pristimantis pirrensis
Pristimantis platychilus
Pristimantis platydactylus
Pristimantis pleurostriatus
Pristimantis pluvicanorus
Pristimantis polemistes
Pristimantis polychrus
Pristimantis prolatus
Pristimantis prolixodiscus
Pristimantis proserpens
Pristimantis pruinatus
Pristimantis pseudoacuminatus
Pristimantis pteridophilus
Pristimantis ptochus
Pristimantis pugnax
Pristimantis pulvinatus
Pristimantis pycnodermis
Pristimantis pyrrhomerus
Pristimantis quantus
Pristimantis quaquaversus
Pristimantis quinquagesimus
Pristimantis racemus
Pristimantis reclusas
Pristimantis reichlei
Pristimantis renjiforum
Pristimantis repens
Pristimantis restrepoi
Pristimantis reticulatus
Pristimantis rhabdocnemus
Pristimantis rhabdolaemus
Pristimantis rhigophilus
Pristimantis rhodoplichus
Pristimantis rhodostichus
Pristimantis ridens
Pristimantis riveroi
Pristimantis riveti
Pristimantis rosadoi
Pristimantis roseus
Pristimantis royi
Pristimantis rozei
Pristimantis rubicundus
Pristimantis ruedai
Pristimantis rufioculis
Pristimantis ruidus
Pristimantis ruthveni
Pristimantis sagittulus
Pristimantis salaputium
Pristimantis saltissimus
Pristimantis samaipatae
Pristimantis sanctaemartae
Pristimantis sanguineus
Pristimantis sarisarinama
Pristimantis satagius
Pristimantis savagei
Pristimantis schultei
Pristimantis scitulus
Pristimantis scoloblepharus
Pristimantis scolodiscus
Pristimantis scopaeus
Pristimantis seorsus
Pristimantis serendipitus
Pristimantis shrevei
Pristimantis signifer
Pristimantis silverstonei
Pristimantis simonbolivari
Pristimantis simonsii
Pristimantis simoteriscus
Pristimantis simoterus
Pristimantis siopelus
Pristimantis skydmainos
Pristimantis sobetes
Pristimantis spectabilis
Pristimantis spilogaster
Pristimantis spinosus
Pristimantis stegolepis
Pristimantis stenodiscus
Pristimantis sternothylax
Pristimantis stictoboubonus
Pristimantis stictogaster
Pristimantis subsigillatus
Pristimantis suetus
Pristimantis sulculus
Pristimantis supernatis
Pristimantis surdus
Pristimantis susaguae
Pristimantis taciturnus
Pristimantis taeniatus
Pristimantis tamsitti
Pristimantis tantanti
Pristimantis tanyrhynchus
Pristimantis tayrona
Pristimantis telefericus
Pristimantis tenebrionis
Pristimantis tepuiensis
Pristimantis terraebolivaris
Pristimantis thectopternus
Pristimantis thyellus
Pristimantis thymalopsoides
Pristimantis thymelensis
Pristimantis toftae
Pristimantis torrenticola
Pristimantis trachyblepharis
Pristimantis tribulosus
Pristimantis truebae
Pristimantis tubernasus
Pristimantis turik
Pristimantis turpinorum
Pristimantis turumiquirensis
Pristimantis uisae
Pristimantis unistrigatus
Pristimantis uranobates
Pristimantis urichi
Pristimantis vanadise
Pristimantis variabilis
Pristimantis veletis
Pristimantis ventriguttatus
Pristimantis ventrimarmoratus
Pristimantis verecundus
Pristimantis vermiculatus
Pristimantis versicolor
Pristimantis vertebralis
Pristimantis vicarius
Pristimantis vidua
Pristimantis viejas
Pristimantis vilarsi
Pristimantis vilcabambae
Pristimantis viridicans
Pristimantis viridis
Pristimantis w-nigrum
Pristimantis wagteri
Pristimantis walkeri
Pristimantis waoranii
Pristimantis wiensi
Pristimantis xeniolum
Pristimantis xestus
Pristimantis xylochobates
Pristimantis yaviensis
Pristimantis yukpa
Pristimantis yuruaniensis
Pristimantis yustizi
Pristimantis zeuctotylus
Pristimantis zimmermanae
Pristimantis zoilae
Pristimantis zophus
Pristiphora abbreviata
Pristiphora erichsonii
Pristiphora geniculata
Pristoceuthophilus arizonae
Pristoceuthophilus celatus
Pristoceuthophilus cercalis
Pristoceuthophilus gaigei
Pristoceuthophilus marmoratus
Pristoceuthophilus pacificus
Pristoceuthophilus polluticornis
Pristoceuthophilus salebrosus
Pristoceuthophilus sargentae
Pristoceuthophilus tuberculatus
Pristoceuthophilus unispinosus
Pristolycus annamitus
Pristolycus chrysomelas
Pristolycus diversecostatus
Pristolycus kanoi
Pristolycus laboissierei
Pristolycus levi
Pristolycus nigronotatus
Pristolycus sagulatus
Pristolycus shikokensis
Pristolycus tricolor
Pristolycus wittmeri
Pristomyrmex africanus
Pristomyrmex bispinosus
Pristomyrmex brevispinosus
Pristomyrmex castaneicolor
Pristomyrmex castor
Pristomyrmex coggii
Pristomyrmex cribrarius
Pristomyrmex eduardi
Pristomyrmex erythropus
Pristomyrmex fossulatus
Pristomyrmex foveolatus
Pristomyrmex fuscipennis
Pristomyrmex laevis
Pristomyrmex levigatus
Pristomyrmex lucidus
Pristomyrmex mandibularis
Pristomyrmex mendanai
Pristomyrmex nitidissimus
Pristomyrmex obesus
Pristomyrmex orbiceps
Pristomyrmex orbiculatus
Pristomyrmex parumpunctatus
Pristomyrmex pegasus
Pristomyrmex picteti
Pristomyrmex pollux
Pristomyrmex punctatus
Pristomyrmex pungens
Pristomyrmex quadridens
Pristomyrmex quadridentatus
Pristomyrmex reticulatus
Pristomyrmex taurus
Pristomyrmex thoracicus
Pristomyrmex trachylissus
Pristomyrmex trispinosus
Pristomyrmex trogor
Pristomyrmex umbripennis
Pristomyrmex wheeleri
Pristomyrmex wilsoni
Pristurus abdelkuri
Pristurus adrarensis
Pristurus carteri
Pristurus celerrimus
Pristurus collaris
Pristurus crucifer
Pristurus flavipunctatus
Pristurus gallagheri
Pristurus gasperetti
Pristurus guichardi
Pristurus insignis
Pristurus insignoides
Pristurus longipes
Pristurus mazbah
Pristurus minimus
Pristurus obsti
Pristurus ornithocephalus
Pristurus phillipsii
Pristurus popovi
Pristurus rupestris
Pristurus saada
Pristurus samhaensis
Pristurus schneideri
Pristurus simonettai
Pristurus sokotranus
Pristurus somalicus
Pritchardomyia vespoides
Proanoplomus affinis
Proanoplomus arcus
Proanoplomus caudatus
Proanoplomus cylindricus
Proanoplomus formosanus
Proanoplomus intermedius
Proanoplomus japonicus
Proanoplomus longimaculatus
Proanoplomus nigroscutellatus
Proanoplomus omeiensis
Proanoplomus spenceri
Proanoplomus yunnanensis
Proarna bergi
Proarna bufo
Proarna capistrata
Proarna cocosensis
Proarna dactyliophora
Proarna germari
Proarna gianucai
Proarna grisea
Proarna guttulosa
Proarna hilaris
Proarna insignis
Proarna invaria
Proarna montevidensis
Proarna olivieri
Proarna palisoti
Proarna praegracilis
Proarna pulverea
Proarna sallaei
Proarna squamigera
Proarna strigicollis
Proarna uruguayensis
Proatheris superciliaris
Proatta butteli
Proba californica
Proba distanti
Proba gracilis
Proba hyalina
Proba sallei
Proba vittiscutis
Probaenia armigera
Probaenia baeri
Probaenia bicoloricornis
Probaenia bicoloripes
Probaenia boliviana
Probaenia brevevittata
Probaenia clara
Probaenia clermonti
Probaenia crenata
Probaenia crenatula
Probaenia decipiens
Probaenia donckieri
Probaenia fasciata
Probaenia forsteri
Probaenia germaini
Probaenia grayi
Probaenia iheringi
Probaenia latefasciata
Probaenia luteonotata
Probaenia maculaticeps
Probaenia major
Probaenia militaris
Probaenia nigritarsis
Probaenia nobilis
Probaenia pallidior
Probaenia pici
Probaenia pretiosa
Probaenia purpureotincta
Probaenia quadrivittata
Probaenia robusta
Probaenia rubida
Probaenia ruficeps
Probaenia ruficornis
Probaenia sinuata
Probaenia tessellata
Probaenia tibialis
Probaenia tibiella
Probaenia tricolor
Probaenia variegata
Probaenia variolaris
Probaenia venusta
Probaenia viridiceps
Probaenia viridinotata
Probaenia vittulosa
Probaenia weisei
Probaryconus aegyptiacus
Probaryconus biarmatus
Probaryconus braconidis
Probaryconus cauverycus
Probaryconus cinctiventris
Probaryconus cristatus
Probaryconus discolor
Probaryconus dorsalis
Probaryconus dubius
Probaryconus dunensis
Probaryconus elongatus
Probaryconus exsertus
Probaryconus fuscus
Probaryconus garhwalensis
